arabic,arabic_romanization,hebrew,hebrew_romanization,layers
قفز,qafaza,קפץ,kafáts,direct_cognate_ar→he;direct_cognate_he→ar
قفص,qafaṣ,קופסה,kufsá,shared_borrowing_source
قفير,qafīr,כפור,k'fór,direct_cognate_ar→he
قل,qalla,קלל,kalál,direct_cognate_he→ar
قلس,qallasa,קלס,keles,direct_cognate_ar→he
قلم,qalama,קולמוס,kulmus,direct_cognate_he→ar;shared_borrowing_source
قلى,qalā,קלה,kalá,direct_cognate_he→ar
قلى,qalā,קלי,qalí,direct_cognate_ar→he;direct_cognate_he→ar
قليل,qalīl,קל,kal,direct_cognate_he→ar
قمح,qamḥ,קמח,kémakh,direct_cognate_ar→he;direct_cognate_he→ar
قمين,qamīn,קמין,kamin,direct_cognate_he→ar
قن,qunn,דוד,dod,shared_proto_semitic_root
قن,qunn,ידה,yadá,shared_proto_semitic_root
قن,qunn,ירה,yará,shared_proto_semitic_root
قن,qunn,כבד,kavéd,shared_proto_semitic_root
قن,qunn,כיפר,kipér,shared_proto_semitic_root
قن,qunn,כרוב,kruv,shared_proto_semitic_root
قن,qunn,מחסנית,makhsanít,shared_proto_semitic_root
قن,qunn,צלחת,tsalákhat,shared_proto_semitic_root
قن,qunn,קן,ken,direct_cognate_ar→he
قنع,qaniʕa,כנען,k'ná'an,direct_cognate_he→ar
قنفذ,qunfuḏ,קיפוד,qippṓḏ,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
قهوة,qahwa,כהה,kehé,direct_cognate_ar→he;direct_cognate_he→ar
قوس,qawisa,קשת,késhet,direct_cognate_ar→he;direct_cognate_he→ar
قول,qawl,קול,kol,direct_cognate_ar→he;direct_cognate_he→ar
قير,qīr,גיר,gir,shared_borrowing_source
قيصر,qayṣar,צאר,tsár,shared_borrowing_source
قيصر,qayṣar,קיסר,kesár,direct_cognate_he→ar;shared_borrowing_source
قيظ,qayẓ,קיץ,káyits,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
قيوم,qayyūm,קיים,kayám,direct_cognate_he→ar
كأس,kaʔs,כוס,kos,shared_proto_semitic_root
كأس,kaʔs,ראש,rosh,shared_proto_semitic_root
كئب,kaʔiba,כאב,ke'év,direct_cognate_ar→he;direct_cognate_he→ar
كاتب,kātaba,כותב,kotév,direct_cognate_ar→he;direct_cognate_he→ar
كانون,kānūn,כור,kur,shared_borrowing_source
كاهن,kāhin,כוהן,kohén,direct_cognate_he→ar
كاهنة,kāhina,כוהנת,kohénet,direct_cognate_ar→he
كبد,kabbada,דוד,dod,shared_proto_semitic_root
كبد,kabbada,ידה,yadá,shared_proto_semitic_root
كبد,kabbada,ירה,yará,shared_proto_semitic_root
كبد,kabbada,כבד,kavéd,direct_cognate_he→ar;shared_proto_semitic_root
كبد,kabbada,כיפר,kipér,shared_proto_semitic_root
كبد,kabbada,כרוב,kruv,shared_proto_semitic_root
كبد,kabbada,מחסנית,makhsanít,shared_proto_semitic_root
كبد,kabbada,צלחת,tsalákhat,shared_proto_semitic_root
كبر,kabura,כבר,kvár,direct_cognate_ar→he
كبش,kabš,כבש,kéves,direct_cognate_ar→he;direct_cognate_he→ar
كبل,kabl,כבל,kével,direct_cognate_he→ar
كتاب,kitāb,כתב,katáv,direct_cognate_he→ar
كتابة,kitāba,חפירה,khafirá,direct_cognate_he→ar
كتابة,kitāba,כתובת,k'tóvet,direct_cognate_he→ar
كتم,katam,כתם,kétem,direct_cognate_ar→he
كحل,kuḥl,אלכוהול,alkohol,shared_borrowing_source
كحل,kuḥl,כחל,kakhál,direct_cognate_ar→he;direct_cognate_he→ar
كحلي,kuḥliyy,כחול,kaḥól,direct_cognate_he→ar
كحول,kuḥūl,אלכוהול,alkohol,shared_borrowing_source
كذب,kaḏaba,כזב,kazáv,direct_cognate_ar→he;direct_cognate_he→ar
كذب,kaḏaba,כיזב,kizév,direct_cognate_he→ar
كر,karra,כור,kur,direct_cognate_ar→he;direct_cognate_he→ar
كراث,kurrāṯ,כרשה,kərēšā́,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
كراميل,karāmīl,קולמוס,kulmus,shared_borrowing_source
كرباس,kirbās,כרפס,karpás,shared_borrowing_source
كرسف,kursuf,כרפס,karpás,shared_borrowing_source
كرسنة,karsanna,כרס,karés,shared_proto_semitic_root
كرسي,kursiyy,כיסא,kisé,shared_borrowing_source
كرش,kariša,כרס,karés,direct_cognate_he→ar;shared_proto_semitic_root
كرفس,karafs,כרפס,karpás,direct_cognate_he→ar
كركند,karkand,כדכד,kad̠kōd̠,direct_cognate_ar→he;direct_cognate_he→ar
كرم,karuma,כרם,kérem,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
كروبي,karūbiyy,כרוב,kruv,shared_borrowing_source
كروبي,karūbiyy,כרובית,kruvít,shared_borrowing_source
كسا,kasā,כסה,kasá,direct_cognate_he→ar
كسكس,kuskus,כוסכוס,kuskus,direct_cognate_he→ar
كف,kaffa,כף,kaf,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
كفارة,kaffāra,כיפור,kipúr,direct_cognate_ar→he
كفر,kafara,כיפר,kipér,direct_cognate_he→ar
كفر,kafara,כפר,kfar,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
كل,kull,כל,kól,direct_cognate_he→ar;shared_proto_semitic_root
كلب,kalb,כלב,kɛ́lɛḇ,shared_proto_semitic_root
كلخ,kalḵ,כלך,kélekh,shared_borrowing_source
كلور,kulūr,כלור,klór,shared_borrowing_source
كلية,kulliyya,כליה,kilyá,direct_cognate_ar→he;direct_cognate_he→ar
كلية,kulliyya,מכללה,mikhlalá,direct_cognate_he→ar
كم,kam,כמה,káma,direct_cognate_he→ar
كما,kamā,כמו,k'mó,direct_cognate_ar→he;direct_cognate_he→ar
كمون,kammūn,כמון,kamón,direct_cognate_he→ar;shared_borrowing_source
كنارة,kinnāra,כינור,kinór,shared_proto_semitic_root
كنارة,kinnāra,כנרת,kinéret,shared_proto_semitic_root
كنة,kanna,כלה,kalá,direct_cognate_ar→he
كندوج,kandūj,כד,kad,shared_borrowing_source
كنز,kanz,גנז,ganáz,direct_cognate_he→ar;shared_borrowing_source
كنز,kanz,גנזים,g'nazím,shared_borrowing_source
كنز,kanz,גניזה,g'nizá,shared_borrowing_source
كنعان,kanʕān,כנען,k'ná'an,direct_cognate_ar→he;direct_cognate_he→ar
كنف,kanafa,כנף,kanáf,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
كنيس,kanīs,כנסת,knéset,direct_cognate_ar→he
كنيسة,kanīsa,כנסיה,knesiyá,direct_cognate_he→ar
كنيسة,kanīsa,כנסת,knéset,direct_cognate_ar→he
كوالا لمبور,kuwālā lumbūr,קואלה לומפור,kuala lumpur,shared_borrowing_source
كور,kawwara,כור,kur,direct_cognate_he→ar;shared_borrowing_source
كورة,kūra,כור,kur,shared_borrowing_source
كوس,kūs,כוס,kos,shared_borrowing_source
كوكب,kawkab,כוכב,kokháv,shared_proto_semitic_root
كونلي,konlī,קונלי,kónli,shared_borrowing_source
كي,kay,כי,ki,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
كيس,kīs,כיס,kís,direct_cognate_ar→he;direct_cognate_he→ar
كيمياء,kīmiyāʔ,כימיה,khímya,direct_cognate_he→ar
كيوتو,kiyōtō,קיוטו,kyoto,shared_borrowing_source
لأك,laʔaka,מלאך,mal'ákh,direct_cognate_he→ar
لا,lā,לא,lo,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
لابتوب,lābtop,לפטופ,láptop,shared_borrowing_source
لاث,lāṯa,לש,lash,shared_proto_semitic_root
لب,lubb,לב,lev,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
لب,lubb,לבב,leváv,shared_proto_semitic_root
لبؤة,labuʔa,לביאה,l'vi'á,shared_proto_semitic_root
لبد,libd,לבד,levád,direct_cognate_he→ar
لبس,labisa,לבש,lavásh,direct_cognate_he→ar
لبن,laban,לבן,laván,direct_cognate_he→ar
لبن,laban,לבנה,l'vaná,direct_cognate_ar→he
لبنان,lubnān,לבן,laván,direct_cognate_ar→he
لبوة,labwa,לביא,laví,shared_proto_semitic_root
لحق,laḥiqa,לקח,lékakh,direct_cognate_he→ar
لحلاح,laḥlāḥ,כלך,kélekh,shared_borrowing_source
لحم,laḥm,לחם,lékhem,direct_cognate_ar→he;direct_cognate_he→ar
لدة,lida,לדה,ledá,direct_cognate_ar→he
لدة,lida,לידה,leydá,direct_cognate_he→ar
لسان,lisān,לשון,lashón,direct_cognate_ar→he;shared_proto_semitic_root
لص,liṣṣ,לסטים,listím,shared_borrowing_source
لعب,laʕiba,הלעיב,hil'ív,direct_cognate_he→ar
لغز,luḡz,לעז,lá'az,direct_cognate_he→ar
لفت,lafata,לפת,léfet,direct_cognate_ar→he;shared_proto_semitic_root
لكد,lakada,ליכוד,likúd,direct_cognate_he→ar
لكد,lakada,לכד,lakhád,direct_cognate_ar→he
لما,lammā,למה,láma,direct_cognate_he→ar
لماذا,li-māḏā,למה זה,láma zé,direct_cognate_he→ar
لندن,lundun,לונדון,lóndon,shared_borrowing_source
لهب,lahiba,להב,láhav,direct_cognate_ar→he
لهجة,lahja,להג,láhag,direct_cognate_he→ar
لو,,לו,lu,direct_cognate_ar→he;direct_cognate_he→ar
لوح,lawḥ,לוח,lúakh,direct_cognate_ar→he;direct_cognate_he→ar
ليث,layṯ,ליש,láyish,direct_cognate_ar→he;direct_cognate_he→ar
ليرة,layra,לירה,líra,shared_borrowing_source
ليس,laysa,יש,yésh,direct_cognate_ar→he;direct_cognate_he→ar
ليل,layl,ליל,láyil,direct_cognate_he→ar;shared_proto_semitic_root
ليل,layl,לילה,láyla,direct_cognate_he→ar;shared_proto_semitic_root
ليلة,layla,ליל,láyil,shared_proto_semitic_root
ليلة,layla,לילה,láyla,direct_cognate_ar→he;shared_proto_semitic_root
ما,mā,מה,ma,direct_cognate_ar→he;direct_cognate_he→ar
ماء,māʔ,מים,máyim,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
مات,māta,מת,mét,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
مالح,māliḥ,מלוח,malúakh,direct_cognate_ar→he;direct_cognate_he→ar
ماه,māha,מים,máyim,shared_proto_semitic_root
مايو,māyū,מאי,may,shared_borrowing_source
مايو,māyū,מקסימלי,maksimáli,shared_borrowing_source
مبارك,mubārik,ברוך,barúkh,direct_cognate_he→ar
مبنى,mabnan,מבנה,mivné,direct_cognate_ar→he;direct_cognate_he→ar
متة,matta,שחמט,shakhmát,shared_borrowing_source
متر,mitr,מטר,matár,shared_borrowing_source
متى,matā,מתי,matái,direct_cognate_ar→he;direct_cognate_he→ar
مثال,miṯāl,משל,mashál,direct_cognate_ar→he
مثل,maṯala,משל,mashál,direct_cognate_ar→he;direct_cognate_he→ar
مجد,majada,מגד,méged,direct_cognate_ar→he;direct_cognate_he→ar
مجدل,mijdal,מגדל,migdál,direct_cognate_ar→he
مجلة,majalla,מגילה,m'gilá,direct_cognate_he→ar
مجن,mijann,מגן,magén,direct_cognate_ar→he;direct_cognate_he→ar
محاسب,muḥāsib,חשב,khasháv,direct_cognate_ar→he
محافظة,muḥāfaẓa,מחוז,makhóz,direct_cognate_he→ar
محراب,miḥrāb,כרוב,kruv,direct_cognate_ar→he
محق,maḥaqa,מחק,mákhak,direct_cognate_ar→he;direct_cognate_he→ar
مخ,muḵḵ,מוח,móakh,shared_proto_semitic_root
مخزن,maḵzan,מחסן,makhsán,direct_cognate_ar→he;direct_cognate_he→ar
مخمس,muḵammas,מחומש,m'khumásh,direct_cognate_ar→he
مد,madda,מדד,madád,direct_cognate_he→ar
مدريد,madrīd,מדריד,madríd,shared_borrowing_source
مدينة,madīna,מדינה,m'diná,direct_cognate_ar→he;direct_cognate_he→ar
مر,marra,מור,mór,direct_cognate_he→ar
مر,marra,מר,mar,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
مرخ,maraḵa,מרח,marákh,direct_cognate_ar→he;direct_cognate_he→ar
مرخ,maraḵa,מרק,marák,direct_cognate_ar→he
مرش,maraša,מרץ,merts,direct_cognate_ar→he;direct_cognate_he→ar
مرصبان,marṣabān,מרציפן,martsipán,shared_borrowing_source
مرعى,marʕan,מרעה,mir'é,direct_cognate_ar→he;direct_cognate_he→ar
مرق,maraq,מרק,marák,direct_cognate_he→ar
مرقة,maraqa,מרק,marák,direct_cognate_ar→he;direct_cognate_he→ar
مركب,markab,מרכב,merkáv,direct_cognate_ar→he
مركب,markab,מרכבה,merkavá,direct_cognate_ar→he
مركبة,markaba,מרכבה,merkavá,direct_cognate_he→ar
مزاج,mizāj,מזג,mazág,direct_cognate_ar→he;direct_cognate_he→ar
مزج,mazaja,מזג,mazág,direct_cognate_he→ar
مزمار,mizmār,מזמור,mizmór,direct_cognate_he→ar
مسح,masaḥa,משח,mashákh,direct_cognate_ar→he;direct_cognate_he→ar
مسخ,masaḵa,מסכה,masekhá,direct_cognate_ar→he
مسك,masaka,משך,mashákh,direct_cognate_he→ar
مسكن,maskan,משכן,mishkán,direct_cognate_ar→he;direct_cognate_he→ar
مسكين,miskīn,מסכן,miskén,shared_borrowing_source
مسمار,mismār,מסמר,masmér,direct_cognate_ar→he;direct_cognate_he→ar
مسيح,masīḥ,משיח,mashíakh,direct_cognate_ar→he;direct_cognate_he→ar
مشرق,mašriq,מזרח,mizrákh,direct_cognate_he→ar
مشعر,mašʕar,שיער,se'ár,shared_proto_semitic_root;shared_borrowing_source
مشعر,mašʕar,שער,shá'ar,shared_proto_semitic_root;shared_borrowing_source
مص,maṣṣa,מצץ,matsáts,direct_cognate_ar→he;direct_cognate_he→ar
مصحف,muṣḥaf,מצחף,mitskháf,direct_cognate_he→ar
مصر,miṣr,מצרים,mitsráyim,direct_cognate_ar→he;direct_cognate_he→ar
مصطكى,muṣṭakā,מסטיק,mástik,shared_borrowing_source
مصطكى,muṣṭakā,מסטיקא,mastíka,shared_borrowing_source
مصيدة,maṣyada,מצודה,m'tsudá,direct_cognate_he→ar
مضحك,muḍḥik,מצחיק,matskhík,direct_cognate_ar→he;direct_cognate_he→ar
مطبخ,maṭbaḵ,מטבח,mitbákh,direct_cognate_ar→he;direct_cognate_he→ar
مطر,maṭara,מטר,matár,direct_cognate_he→ar
مع,maʕa,עם,am,direct_cognate_ar→he;direct_cognate_he→ar
معركة,maʕraka,מערכה,ma'arakha,direct_cognate_ar→he;direct_cognate_he→ar
معين,maʕīn,מעיין,ma'ayán,direct_cognate_ar→he
مغارة,maḡāra,מערה,m'ará,direct_cognate_ar→he;direct_cognate_he→ar
مغرب,maḡrib,מערב,ma'aráv,direct_cognate_ar→he;direct_cognate_he→ar
مفتاح,miftāḥ,מפתח,maftéakh,direct_cognate_ar→he;direct_cognate_he→ar
مقام,maqām,מקום,makóm,direct_cognate_ar→he;direct_cognate_he→ar
مقدس,maqdis,מקדש,mikdásh,direct_cognate_ar→he;direct_cognate_he→ar
مقلاع,miqlāʕ,מקלע,maklea',direct_cognate_ar→he
مكان,makān,מכון,makhón,direct_cognate_ar→he
مكر,makara,מכר,makhár,direct_cognate_ar→he
ملأ,malaʔa,מלא,malé,direct_cognate_ar→he;direct_cognate_he→ar
ملاح,mallāḥ,מלוח,malúakh,direct_cognate_he→ar
ملاح,mallāḥ,מלח,mélaḥ,direct_cognate_he→ar;shared_borrowing_source
ملاط,milāṭ,מלט,mélet,direct_cognate_ar→he;direct_cognate_he→ar
ملح,milḥ,מלח,mélaḥ,direct_cognate_he→ar
ملحمة,malḥama,מלחמה,milkhamá,direct_cognate_ar→he;direct_cognate_he→ar
ملحن,mulaḥḥin,מלחין,malkhín,direct_cognate_ar→he
ملك,malak,מלך,mélekh,direct_cognate_he→ar;shared_proto_semitic_root
مليء,malīʔ,מלא,malé,direct_cognate_ar→he
مليار,milyār,מיליארד,milyárd,shared_borrowing_source
ممثل,mumaṯṯil,ממשלה,memshalá,direct_cognate_he→ar
مملكة,mamlaka,ממלכה,mamlakhá,direct_cognate_ar→he;direct_cognate_he→ar
من,min,מן,min,direct_cognate_ar→he;direct_cognate_he→ar
من,min,מנה,maná,direct_cognate_ar→he
منار,manār,מנורה,m'norá,direct_cognate_ar→he
منارة,manāra,מנורה,m'norá,direct_cognate_ar→he;direct_cognate_he→ar
منجل,minjal,מגל,magál,direct_cognate_he→ar
منحة,minḥa,מנחה,minkhá,direct_cognate_ar→he;direct_cognate_he→ar
منخر,minḵar,נחיר,n'khír,direct_cognate_ar→he
منخل,minḵal,מוהל,mohél,direct_cognate_he→ar
منشار,minšār,מסור,masór,direct_cognate_ar→he;direct_cognate_he→ar
منشور,manšūr,מנסרה,minsará,direct_cognate_ar→he
منع,manʕ,מנע,maná',direct_cognate_ar→he;direct_cognate_he→ar
منهج,minhaj,מנהג,minhág,direct_cognate_he→ar
منى,manā,מנה,maná,direct_cognate_he→ar
منية,maniyya,מנה,maná,direct_cognate_he→ar
مهر,mahara,מהיר,mahír,direct_cognate_ar→he
مهر,mahara,מהר,mahér,direct_cognate_ar→he;direct_cognate_he→ar
مهر,mahara,מוהר,móhar,direct_cognate_he→ar
موت,mawt,מוות,mávet,direct_cognate_he→ar
موت,mawt,מות,mávet,direct_cognate_ar→he
مورفيم,mōrfēm,פלטפורמה,platfórma,shared_borrowing_source
موسم,mawsim,אשון,ashún,direct_cognate_he→ar
موسم,mawsim,מזומן,mezumán,direct_cognate_ar→he
موسيقى,mūsīqā,מוזיקה,múzika,direct_cognate_he→ar;shared_borrowing_source
موسيقى,mūsīqā,מוסיקה,músika,direct_cognate_he→ar
موعد,mawʕid,מועד,mo'éd,direct_cognate_he→ar
مولد,mawlid,מולדת,molédet,direct_cognate_ar→he;direct_cognate_he→ar
ميتة,mīta,מיתה,mitá,direct_cognate_he→ar
ميتوكندريون,mītūkundriyūn,מול,mul,shared_borrowing_source
ميكروب,mikrūb,מול,mul,shared_borrowing_source
ميل,mayila,מיל,míl,direct_cognate_ar→he
ميم,mīm,מם,mem,shared_borrowing_source
مين,mayn,מיין,miyén,shared_borrowing_source
ميناء,mīnāʔ,נמל,namél,direct_cognate_ar→he;shared_borrowing_source
ناب,nāba,דוד,dod,shared_proto_semitic_root
ناب,nāba,ידה,yadá,shared_proto_semitic_root
ناب,nāba,ירה,yará,shared_proto_semitic_root
ناب,nāba,כבד,kavéd,shared_proto_semitic_root
ناب,nāba,כיפר,kipér,shared_proto_semitic_root
ناب,nāba,כרוב,kruv,shared_proto_semitic_root
ناب,nāba,מחסנית,makhsanít,shared_proto_semitic_root
ناب,nāba,ניב,niv,direct_cognate_he→ar
ناب,nāba,צלחת,tsalákhat,shared_proto_semitic_root
نادر,nādir,נדיר,nadír,direct_cognate_ar→he
نار,nār,נור,nur,shared_proto_semitic_root
نار,nār,ניר,nir,shared_proto_semitic_root
نار,nār,נר,ner,shared_proto_semitic_root
نازي,nāziyy,נאצי,nátsi,shared_borrowing_source
ناصري,nāṣiriyy,נוצרי,notsrí,direct_cognate_he→ar
ناقة,nāqa,ינק,yanák,shared_proto_semitic_root
نام,nāma,נם,nám,direct_cognate_ar→he;direct_cognate_he→ar
نبأ,nabaʔ,ניבא,nibé,direct_cognate_ar→he
نبتون,nibtūn,נפטון,néptun,shared_borrowing_source
نبح,nabaḥa,נבח,navákh,direct_cognate_he→ar
نبع,nabaʕa,נבע,navá',direct_cognate_ar→he
نبي,nabiyy,נביא,naví,direct_cognate_ar→he;direct_cognate_he→ar
نترون,nūtrūn,ניטרון,neitrón,shared_borrowing_source
نتن,natana,נתן,natán,direct_cognate_ar→he;direct_cognate_he→ar
نجل,najala,נגר,nagár,direct_cognate_ar→he
نجل,najala,נכד,nékhed,direct_cognate_ar→he
نحاس,nuḥās,נחושת,n'khóshet,direct_cognate_ar→he;direct_cognate_he→ar
نحاس,nuḥās,נחש,nakhásh,shared_proto_semitic_root
نحس,naḥasa,נחש,nakhásh,direct_cognate_ar→he
نحل,naḥala,נחיל,n'khil,direct_cognate_ar→he
نحن,naḥnu,אנחנו,anákhnu,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
نحن,naḥnu,נחנו,nákhnu,shared_proto_semitic_root
نذر,naḏara,נדר,néder,direct_cognate_he→ar
نذر,naḏara,נזר,nézer,direct_cognate_he→ar
نرجس,narjis,נרקיס,narkís,shared_borrowing_source
نرجسية,narjisiyya,נרקיס,narkís,shared_borrowing_source
نزح,nazaḥa,זנח,zanákh,direct_cognate_ar→he;direct_cognate_he→ar
نسأ,nasaʔa,נשא,nasá,direct_cognate_he→ar
نسأ,nasaʔa,נשה,nashá,direct_cognate_he→ar
نساء,nasāʔ,נשים,nashím,direct_cognate_ar→he
نسخ,nasaḵa,נסח,nasákh,direct_cognate_he→ar
نسخة,nusḵa,נוסח,nusákh,direct_cognate_ar→he;direct_cognate_he→ar
نسمة,nasama,נשמה,neshamá,direct_cognate_ar→he
نسى,nassā,נישה,nísha,direct_cognate_he→ar
نسي,nasiya,נשה,nashá,direct_cognate_ar→he
نشأ,našaʔa,נשא,nasá,direct_cognate_he→ar;shared_proto_semitic_root
نشب,našiba,נשב,nasháv,direct_cognate_he→ar
نشم,našam,תנשמת,tinshémet,direct_cognate_ar→he
نصراني,naṣrāniyy,נוצרי,notsrí,direct_cognate_ar→he
نطف,naṭafa,נטף,naṭáf,direct_cognate_ar→he
نظر,naẓara,נצר,nétser,direct_cognate_he→ar
نعل,naʕala,נעל,ná'al,direct_cognate_ar→he;direct_cognate_he→ar
نعم,naʕama,נעים,na'ím,direct_cognate_he→ar
نعم,naʕama,נעם,na'ám,direct_cognate_ar→he;direct_cognate_he→ar
نعناع,naʕnāʕ,נענע,na'na',direct_cognate_ar→he
نغم,naḡm,נעימה,ne'imá,direct_cognate_he→ar
نفخ,nafaḵa,נפח,nafákh,shared_proto_semitic_root
نفر,nafara,סנפיר,s'napír,direct_cognate_he→ar
نفس,nafusa,נפש,néfesh,direct_cognate_he→ar;shared_proto_semitic_root
نفط,nifṭ,נפט,neft,shared_borrowing_source
نقاب,niqāb,נקבה,n'kevá,direct_cognate_ar→he
نقانق,naqāniq,נקניק,nakník,direct_cognate_ar→he;shared_borrowing_source
نقب,naqaba,נקב,nékev,direct_cognate_he→ar
نقر,naqara,נקר,nakár,direct_cognate_he→ar
نقطة,nuqṭa,נקודה,n'kudá,direct_cognate_ar→he;direct_cognate_he→ar
نقع,naqaʕa,נקע,naká,direct_cognate_he→ar
نقي,naqiyy,נקי,nakí,direct_cognate_ar→he;direct_cognate_he→ar
نكر,nakira,נכרי,nokhrí,direct_cognate_ar→he;direct_cognate_he→ar
نمر,namir,נמר,namér,direct_cognate_he→ar;shared_proto_semitic_root
نمش,namiša,נמש,némesh,direct_cognate_ar→he;direct_cognate_he→ar
نمل,naml,נמלה,nemalá,direct_cognate_ar→he;direct_cognate_he→ar
نهر,nahr,נהר,nahár,direct_cognate_he→ar;shared_proto_semitic_root
نهق,nahaqa,נהק,nahák,direct_cognate_he→ar
نوترون,nutrūn,ניטרון,neitrón,shared_borrowing_source
نوتي,nūtiyy,נווט,navát,shared_borrowing_source
نور,nawwara,נור,nur,direct_cognate_he→ar;shared_proto_semitic_root
نور,nawwara,ניר,nir,shared_proto_semitic_root
نور,nawwara,נר,ner,shared_proto_semitic_root
نون,nūn,נון,nun,shared_borrowing_source
نيء,nīʔ,נא,ná,direct_cognate_ar→he;direct_cognate_he→ar
نية,niyya,נא,ná,direct_cognate_ar→he;direct_cognate_he→ar
نيترون,nyutrūn,ניטרון,neitrón,shared_borrowing_source
نير,nayyir,מנור,manór,direct_cognate_he→ar;shared_borrowing_source
نينجا,nīnjā,נינג׳ה,nínja,shared_borrowing_source
نيوترون,nyutrūn,ניטרון,neitrón,shared_borrowing_source
ها,hā,ה־,ha-,direct_cognate_he→ar
هذا,hāḏā,הזה,hazé,direct_cognate_ar→he;direct_cognate_he→ar
هذا,hāḏā,זה,ze,direct_cognate_he→ar
هرد,harada,כלור,klór,shared_borrowing_source
هرس,harasa,הרס,héres,direct_cognate_he→ar
هل,hal,ה־,ha-,direct_cognate_he→ar
هلك,halaka,הלך,halákh,direct_cognate_ar→he;shared_proto_semitic_root
هم,hum,הם,hem,direct_cognate_he→ar
هن,hunna,הן,hen,direct_cognate_he→ar
هنأ,hanaʔa,נהנה,nehená,direct_cognate_ar→he
هنا,hunā,הנה,héna,direct_cognate_ar→he;direct_cognate_he→ar
هندوس,hindūs,הודו,hódu,shared_borrowing_source
هو,huwa,הוא,hu,shared_proto_semitic_root
هوى,hawan,הוא,hu,direct_cognate_he→ar
هوى,hawan,הוה,hĕwē,direct_cognate_he→ar
هوى,hawan,יהוה,YHWH,direct_cognate_he→ar
هي,hiya,היא,hi,shared_proto_semitic_root
هيكل,haykal,היכל,hekhál,direct_cognate_he→ar;shared_borrowing_source
هيه,hiyah,היא,hi,shared_proto_semitic_root
وئب,waʔiba,איב,ayáv,direct_cognate_he→ar
واحد,wāḥid,אחד,ekhád,shared_proto_semitic_root
وارسو,warsō,וורשה,vársha,shared_borrowing_source
وبل,wabala,יובל,yuvál,direct_cognate_he→ar
وتد,watada,יתד,yatéd,direct_cognate_ar→he;direct_cognate_he→ar
وتر,watara,יתר,yéter,direct_cognate_ar→he
وثيق,waṯīq,ותיק,vatík,direct_cognate_he→ar
ودع,wadaʕa,ידע,yéda,shared_proto_semitic_root
ودود,wadūd,ידיד,yadíd,direct_cognate_ar→he
وديد,wadīd,ידיד,yadíd,direct_cognate_he→ar
ورث,wariṯa,ירש,yarásh,direct_cognate_ar→he;direct_cognate_he→ar
ورد,warada,ורד,véred,direct_cognate_ar→he;direct_cognate_he→ar
ورد,warada,ורוד,varód,direct_cognate_he→ar
ورد,warada,ירד,yarád,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
ورد,warada,ירדן,hayardén,direct_cognate_he→ar
ورق,waraq,ירוק,yarók,direct_cognate_he→ar
ورق,waraq,ירק,yérek,shared_proto_semitic_root
ورك,warik,ירך,yarékh,direct_cognate_ar→he;direct_cognate_he→ar
وزن,wazana,מאזניים,moz'náyim,direct_cognate_he→ar
وسادة,wisāda,דוד,dod,shared_proto_semitic_root
وسادة,wisāda,ידה,yadá,shared_proto_semitic_root
وسادة,wisāda,יסוד,yesód,direct_cognate_ar→he;direct_cognate_he→ar
وسادة,wisāda,ירה,yará,shared_proto_semitic_root
وسادة,wisāda,כבד,kavéd,shared_proto_semitic_root
وسادة,wisāda,כיפר,kipér,shared_proto_semitic_root
وسادة,wisāda,כרוב,kruv,shared_proto_semitic_root
وسادة,wisāda,מחסנית,makhsanít,shared_proto_semitic_root
وسادة,wisāda,צלחת,tsalákhat,shared_proto_semitic_root
وصى,waṣṣā,ציווה,tsivá,direct_cognate_he→ar
وصية,waṣiyya,מצווה,mitsvá,direct_cognate_he→ar
وضؤ,waḍuʔa,יצא,yatsá,direct_cognate_ar→he
وعظ,waʕaẓa,יעץ,ya'áts,direct_cognate_ar→he
وعل,waʕala,יעל,ya'él,shared_proto_semitic_root
وعليكم السلام,wa-ʕalaykumu s-salāmu,עליכם שלום,alekhém shalóm,direct_cognate_he→ar
وفى,wafā,יפה,yafé,direct_cognate_he→ar
وقار,waqār,יקר,yakár,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
وقع,waqaʕa,יקע,yaká,direct_cognate_he→ar
وكل,wakkala,יכול,yakhól,direct_cognate_he→ar
ولادة,wilāda,הולדת,hulédet,direct_cognate_ar→he;direct_cognate_he→ar
ولد,walada,ילד,yéled,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
